timestamp,open,high,low,close,volume
2025-02-13 21:00:00,126.01,126.09,125.97,126.04,246.0
2025-02-13 21:01:00,126.03,126.17,125.94,126.17,384.201
2025-02-13 21:02:00,126.18,126.33,126.15,126.23,578.086
2025-02-13 21:03:00,126.23,126.32,126.07,126.1,627.141
2025-02-13 21:04:00,126.09,126.1,126.01,126.1,454.197
2025-02-13 21:05:00,126.1,126.2,125.94,125.94,313.035
2025-02-13 21:06:00,125.93,126.08,125.9,125.91,343.786
2025-02-13 21:07:00,125.91,125.91,125.71,125.8,653.929
2025-02-13 21:08:00,125.8,125.93,125.78,125.8,503.174
2025-02-13 21:09:00,125.8,126.06,125.8,125.98,1511.89
2025-02-13 21:10:00,125.98,126.03,125.8,125.89,295.839
2025-02-13 21:11:00,125.89,125.91,125.65,125.72,510.735
2025-02-13 21:12:00,125.72,125.8,125.67,125.69,415.546
2025-02-13 21:13:00,125.69,125.7,125.52,125.58,392.411
2025-02-13 21:14:00,125.57,125.67,125.54,125.6,331.516
2025-02-13 21:15:00,125.6,125.84,125.48,125.79,363.986
2025-02-13 21:16:00,125.78,125.85,125.64,125.84,168.729
2025-02-13 21:17:00,125.84,125.85,125.74,125.78,211.752
2025-02-13 21:18:00,125.78,125.87,125.74,125.81,1389.456
2025-02-13 21:19:00,125.82,125.9,125.81,125.85,233.649
2025-02-13 21:20:00,125.84,125.84,125.4,125.4,455.254
2025-02-13 21:21:00,125.4,125.5,125.33,125.44,213.716
2025-02-13 21:22:00,125.44,125.56,125.43,125.44,697.512
2025-02-13 21:23:00,125.44,125.53,125.39,125.53,205.411
2025-02-13 21:24:00,125.53,125.59,125.43,125.49,198.487
2025-02-13 21:25:00,125.49,125.71,125.49,125.53,137.231
2025-02-13 21:26:00,125.54,125.61,125.52,125.61,101.184
2025-02-13 21:27:00,125.62,125.94,125.57,125.83,975.227
2025-02-13 21:28:00,125.82,125.91,125.71,125.71,272.646
2025-02-13 21:29:00,125.72,125.73,125.62,125.7,196.29
2025-02-13 21:30:00,125.69,125.69,125.42,125.55,641.241
2025-02-13 21:31:00,125.55,126.06,125.54,126.06,879.161
2025-02-13 21:32:00,126.05,126.15,125.8,126.05,1091.22
2025-02-13 21:33:00,126.04,126.32,126.0,126.0,818.736
2025-02-13 21:34:00,126.01,126.01,125.75,125.75,443.326
2025-02-13 21:35:00,125.75,126.04,125.75,125.86,236.743
2025-02-13 21:36:00,125.86,125.9,125.79,125.83,218.941
2025-02-13 21:37:00,125.84,126.05,125.84,126.05,353.517
2025-02-13 21:38:00,126.06,126.32,125.95,126.24,245.36
2025-02-13 21:39:00,126.24,126.94,126.21,126.75,1443.346
2025-02-13 21:40:00,126.74,126.84,126.47,126.53,452.395
2025-02-13 21:41:00,126.54,126.56,126.38,126.44,249.251
2025-02-13 21:42:00,126.44,126.47,126.27,126.41,203.55
2025-02-13 21:43:00,126.41,126.77,126.41,126.72,511.298
2025-02-13 21:44:00,126.73,126.88,126.71,126.84,352.896
2025-02-13 21:45:00,126.83,127.06,126.79,126.95,613.3
2025-02-13 21:46:00,126.94,126.96,126.61,126.68,1624.236
2025-02-13 21:47:00,126.67,126.8,126.5,126.79,980.879
2025-02-13 21:48:00,126.78,126.78,126.56,126.62,266.037
2025-02-13 21:49:00,126.62,126.63,126.41,126.44,1156.668
2025-02-13 21:50:00,126.44,126.59,126.37,126.49,238.688
2025-02-13 21:51:00,126.49,126.51,126.36,126.36,740.553
2025-02-13 21:52:00,126.37,126.44,126.13,126.25,796.335
2025-02-13 21:53:00,126.25,126.5,126.25,126.48,149.14
2025-02-13 21:54:00,126.48,126.59,126.45,126.57,173.882
2025-02-13 21:55:00,126.57,126.62,126.52,126.54,254.896
2025-02-13 21:56:00,126.54,126.81,126.54,126.81,523.507
2025-02-13 21:57:00,126.81,127.09,126.81,127.08,480.352
2025-02-13 21:58:00,127.09,127.21,127.01,127.09,1027.267
2025-02-13 21:59:00,127.1,127.22,127.1,127.2,179.374
2025-02-13 22:00:00,127.19,127.25,126.83,126.91,781.904
2025-02-13 22:01:00,126.92,127.0,126.68,126.84,326.409
2025-02-13 22:02:00,126.85,127.03,126.81,126.94,1136.464
2025-02-13 22:03:00,126.94,127.19,126.89,127.19,722.377
2025-02-13 22:04:00,127.2,127.39,127.2,127.39,193.476
2025-02-13 22:05:00,127.39,127.75,127.38,127.74,1497.419
2025-02-13 22:06:00,127.73,127.99,127.63,127.79,3029.953
2025-02-13 22:07:00,127.8,127.85,127.28,127.49,4064.989
2025-02-13 22:08:00,127.5,127.59,127.17,127.18,1210.108
2025-02-13 22:09:00,127.18,127.19,126.99,126.99,2345.756
2025-02-13 22:10:00,126.99,127.52,126.99,127.49,779.921
2025-02-13 22:11:00,127.49,127.54,126.83,126.9,1402.68
2025-02-13 22:12:00,126.91,127.02,126.74,126.74,1809.115
2025-02-13 22:13:00,126.74,126.76,126.45,126.64,1462.989
2025-02-13 22:14:00,126.62,126.62,126.37,126.42,423.735
2025-02-13 22:15:00,126.42,126.47,126.17,126.4,975.899
2025-02-13 22:16:00,126.4,126.76,126.4,126.62,1012.269
2025-02-13 22:17:00,126.62,126.62,126.29,126.49,575.25
2025-02-13 22:18:00,126.49,126.73,126.48,126.68,843.991
2025-02-13 22:19:00,126.68,126.88,126.59,126.87,539.706
2025-02-13 22:20:00,126.87,127.06,126.87,127.05,362.778
2025-02-13 22:21:00,127.05,127.07,126.78,126.78,744.053
2025-02-13 22:22:00,126.77,126.77,126.43,126.44,870.557
2025-02-13 22:23:00,126.43,126.62,126.35,126.47,559.318
2025-02-13 22:24:00,126.46,126.57,126.39,126.44,625.423
